,Unnamed: 0,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,Unnamed: 9,Unnamed: 10,Unnamed: 11,wer,wil,new_wer,new_wil
1255,1255,52.0,13.0,"kyoto, japan",japanese25,japanese,female,1987,japan,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
1256,1256,44.0,13.0,"yokosuka, japan",japanese26,japanese,female,1991,japan,False,,,,0.173913043,0.265156154,0.17391304347826086,0.2651561543172076
1257,1257,21.0,13.0,"tokyo, japan",japanese27,japanese,female,2123,japan,False,,,,0.391304348,0.529699939,0.391304347826087,0.5296999387630128
1258,1258,49.0,12.0,"kofu, yamanashi prefecture, japan",japanese3,japanese,female,223,japan,False,,,,0.086956522,0.139676539,0.08695652173913043,0.13967653854232298
1259,1259,20.0,15.0,"tokyo, japan",japanese4,japanese,male,224,japan,False,,,,1.0,1.0,0.2463768115942029,0.35497319833234064
1260,1260,25.0,12.0,"chiba, japan",japanese5,japanese,female,225,japan,False,,,,0.173913043,0.265156154,0.18840579710144928,0.285288862418106
1261,1261,30.0,10.0,"kawasaki, japan",japanese6,japanese,female,226,japan,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1262,1262,18.0,12.0,"osaka, japan",japanese7,japanese,male,227,japan,False,,,,0.014492754,0.028775467,0.0,0.0
1263,1263,25.0,12.0,"tokyo, japan",japanese8,japanese,male,486,japan,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1264,1264,24.0,13.0,"yokohama, japan",japanese9,japanese,male,543,japan,False,,,,0.260869565,0.406236276,0.2028985507246377,0.32552954292084724
1265,1265,34.0,16.0,"ziguinchor, senegal",jola1,jola,male,784,senegal,False,,,,0.217391304,0.29931562,0.21739130434782608,0.2993156199677939
1266,1266,26.0,12.0,"algiers, algeria",kabyle1,kabyle,female,1190,algeria,False,,,,0.130434783,0.215350071,0.11594202898550725,0.1898346601347214
1267,1267,30.0,9.0,"francistown, botswana",kalanga1,kalanga,male,1182,botswana,False,,,,0.101449275,0.192606595,0.10144927536231885,0.1926065952530981
1268,1268,36.0,9.0,"hosanna, ethiopia",kambaata1,kambaata,male,978,ethiopia,False,,,,0.15942029,0.251006441,0.14492753623188406,0.24045723617064707
1269,1269,51.0,7.0,"durame, ethiopia",kambaata2,kambaata,male,1002,ethiopia,False,,,,0.217391304,0.336803429,0.18840579710144928,0.2993156199677939
1270,1270,54.0,8.0,"hosanna, ethiopia",kambaata3,kambaata,male,1033,ethiopia,False,,,,0.130434783,0.218441504,0.13043478260869565,0.21844150388573824
1271,1271,26.0,5.0,"bangalore, india",kannada1,kannada,female,228,india,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1272,1272,48.0,6.0,"kaduna, nigeria",kanuri1,kanuri,female,1049,nigeria,False,,,,0.304347826,0.415458937,0.30434782608695654,0.4154589371980677
1273,1273,18.0,9.0,"semey, kazakhstan",kazakh1,kazakh,male,229,kazakhstan,False,,,,0.072463768,0.11258139,0.043478260869565216,0.05713085486242386
1274,1274,22.0,6.0,"almaty, kazakhstan",kazakh2,kazakh,male,1234,kazakhstan,False,,,,0.101449275,0.154092072,0.17391304347826086,0.2613087395696092
1275,1275,49.0,30.0,"almaty, kazakhstan",kazakh3,kazakh,female,1763,kazakhstan,False,,,,0.115942029,0.218441504,0.18840579710144928,0.3175803402646503
1276,1276,21.0,16.0,"phnom penh, cambodia",khmer1,khmer,female,230,cambodia,False,,,,0.231884058,0.368760064,0.2318840579710145,0.3687600644122383
1277,1277,19.0,16.0,"phnom penh, cambodia",khmer2,khmer,male,231,cambodia,False,,,,0.289855072,0.48827792,0.2898550724637681,0.4882779198635976
1278,1278,46.0,25.0,"baling, kampongthum, cambodia",khmer3,khmer,male,232,cambodia,False,,,,0.260869565,0.426617677,0.2608695652173913,0.4266176770769545
1279,1279,31.0,16.0,"phnom penh, cambodia",khmer4,khmer,male,1087,cambodia,False,,,,0.15942029,0.254658385,0.15942028985507245,0.25465838509316774
1280,1280,47.0,25.0,"kampong speu, cambodia",khmer5,khmer,male,1609,cambodia,False,,,,0.086956522,0.166351607,0.08695652173913043,0.16635160680529315
1281,1281,20.0,4.0,"auburn, australia",khmer6,khmer,female,1669,australia,False,,,,0.072463768,0.125258799,0.08695652173913043,0.13967653854232298
1282,1282,56.0,25.0,"siem reap, cambodia",khmer7,khmer,male,1911,cambodia,False,,,,0.420289855,0.586650337,0.34782608695652173,0.548494983277592
1283,1283,19.0,16.0,"new orleans, louisiana, usa",kikongo1,kikongo,male,464,usa,False,,,,0.231884058,0.346014493,0.2318840579710145,0.34601449275362317
1284,1284,56.0,28.0,"kimulaza, uige, angola",kikongo2,kikongo,male,1031,angola,False,,,,0.072463768,0.127024723,0.043478260869565216,0.08506616257088839
1285,1285,48.0,5.0,"nairobi, kenya",kikuyu1,kikuyu,male,466,kenya,False,,,,0.275362319,0.43205209,0.2608695652173913,0.40999789960092425
1286,1286,50.0,7.0,"kerugoya, kenya",kikuyu2,kikuyu,male,1155,kenya,False,,,,1.0,1.0,0.21739130434782608,0.3175803402646503
1287,1287,45.0,5.0,"nairobi, kenya",kikuyu3,kikuyu,female,1156,kenya,False,,,,0.086956522,0.14146658,0.08695652173913043,0.14146658014276448
1288,1288,23.0,4.0,"nairobi, kenya",kikuyu4,kikuyu,female,1790,kenya,False,,,,0.202898551,0.294947121,0.2028985507246377,0.26697177726926014
1289,1289,32.0,28.0,"bishkek, kyrgyzstan",kirghiz1,kirghiz,female,233,kyrgyzstan,False,,,,0.144927536,0.268851082,0.14492753623188406,0.26885108170552396
1290,1290,22.0,6.0,"dar-es-salaam, tanzania",kiswahili1,kiswahili,male,234,tanzania,False,,,,0.188405797,0.265156154,0.18840579710144928,0.2651561543172076
1291,1291,28.0,16.0,"kigoma, tanzania",kiswahili2,kiswahili,male,235,tanzania,False,,,,0.333333333,0.501622323,0.3333333333333333,0.5016223231667749
1292,1292,29.0,6.0,"nairobi, kenya",kiswahili3,kiswahili,male,236,kenya,False,,,,0.072463768,0.113995241,0.07246376811594203,0.11399524118537752
1293,1293,36.0,34.0,"goma, north kivu, democratic republic of congo",kiswahili4,kiswahili,male,237,democratic republic of congo,False,,,,0.072463768,0.113995241,0.07246376811594203,0.11399524118537752
1294,1294,56.0,4.0,"tanga, tanzania",kiswahili5,kiswahili,female,877,tanzania,False,,,,0.086956522,0.127024723,0.07246376811594203,0.11258139046418825
1295,1295,32.0,8.0,"dar-es-salaam, tanzania",kiswahili6,kiswahili,female,887,tanzania,False,,,,0.231884058,0.354973198,0.2318840579710145,0.35497319833234064
1296,1296,52.0,5.0,"dar-es-salaam, tanzania",kiswahili7,kiswahili,female,934,tanzania,False,,,,0.101449275,0.139676539,0.11594202898550725,0.1685052995890115
1297,1297,42.0,3.0,"nyeri, kenya",kiswahili8,kiswahili,female,1041,kenya,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1298,1298,50.0,13.0,"tanga, tanzania",kiswahili9,kiswahili,male,1146,tanzania,False,,,,0.057971014,0.099531117,0.057971014492753624,0.09953111679454385
1299,1299,38.0,6.0,"hyderabad, andhra pradesh, india",konkani1,konkani,female,438,india,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1300,1300,29.0,13.0,"ui jong bu, south korea",korean1,korean,male,238,south korea,False,,,,1.0,1.0,0.2608695652173913,0.37740718681755014
1301,1301,34.0,13.0,"kwangju, south korea",korean10,korean,male,483,south korea,False,,,,0.202898551,0.31758034,0.18840579710144928,0.29342575089266965
1302,1302,26.0,14.0,"seoul, south korea",korean11,korean,male,559,south korea,False,,,,0.304347826,0.442586399,0.30434782608695654,0.44258639910813824
1303,1303,31.0,31.0,"sokcho, south korea",korean12,korean,male,608,south korea,False,,,,0.275362319,0.440165631,0.2753623188405797,0.4401656314699792
1304,1304,50.0,12.0,"pusan, south korea",korean13,korean,female,759,south korea,False,,,,0.057971014,0.085066163,0.07246376811594203,0.09953111679454385
1305,1305,22.0,8.0,"kota kinabalu, malaysia",korean14,korean,female,892,malaysia,False,,,,0.101449275,0.151966874,0.10144927536231885,0.15196687370600415
1306,1306,42.0,40.0,"pusan, south korea",korean15,korean,male,1005,south korea,False,,,,0.985507246,0.999033816,0.18840579710144928,0.27929606625258796
1307,1307,30.0,13.0,"nonsan, south korea",korean16,korean,female,1006,south korea,False,,,,0.130434783,0.218441504,0.13043478260869565,0.21844150388573824
1308,1308,21.0,8.0,"cheju-do, south korea",korean17,korean,male,1007,south korea,False,,,,0.31884058,0.474900231,0.3188405797101449,0.47490023104389834
1309,1309,25.0,7.0,"seoul, south korea",korean18,korean,male,1117,south korea,False,,,,0.101449275,0.155906895,0.10144927536231885,0.1559068950373298
1310,1310,21.0,14.0,"seoul, south korea",korean19,korean,female,1118,south korea,False,,,,0.376811594,0.523264683,0.37681159420289856,0.5232646834477498
1311,1311,23.0,14.0,"taegu, south korea",korean2,korean,female,239,south korea,False,,,,1.0,1.0,0.15942028985507245,0.2613087395696092
1312,1312,58.0,13.0,"inchon, south korea",korean20,korean,female,1126,south korea,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1313,1313,21.0,12.0,"ulsan, south korea",korean21,korean,male,1142,south korea,False,,,,0.144927536,0.247025741,0.14492753623188406,0.24702574086091278
1314,1314,19.0,8.0,"inchon, south korea",korean22,korean,female,1145,south korea,False,,,,0.289855072,0.424890729,0.21739130434782608,0.33574879227053134
1315,1315,49.0,12.0,"seoul, south korea",korean23,korean,female,1196,south korea,False,,,,0.115942029,0.206947997,0.11594202898550725,0.20694799658994023
1316,1316,42.0,13.0,"seoul, south korea",korean24,korean,male,1370,south korea,False,,,,0.217391304,0.322866345,0.17391304347826086,0.29720960415314734
1317,1317,34.0,12.0,"anseong, kyong gi, south korea",korean25,korean,female,1386,south korea,False,,,,0.15942029,0.279296066,0.15942028985507245,0.27929606625258796
1318,1318,23.0,21.0,"seoul, south korea",korean26,korean,male,1507,south korea,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1319,1319,51.0,14.0,"haenam, south korea",korean27,korean,male,1624,south korea,False,,,,0.115942029,0.17826087,0.11594202898550725,0.17826086956521747
1320,1320,62.0,13.0,"seoul, south korea",korean28,korean,female,1663,south korea,False,,,,0.173913043,0.297209604,0.21739130434782608,0.3596837944664031
1321,1321,19.0,8.0,"masan, south korea",korean29,korean,female,1687,south korea,False,,,,0.202898551,0.325529543,0.2028985507246377,0.32552954292084724
1322,1322,19.0,17.0,"seoul, south korea",korean3,korean,female,240,south korea,False,,,,0.362318841,0.542288557,0.36231884057971014,0.5422885572139304
1323,1323,49.0,14.0,"seoul, south korea",korean30,korean,female,1690,south korea,False,,,,0.971014493,0.998067633,0.2028985507246377,0.3273291925465839
1324,1324,18.0,7.0,"seoul, south korea",korean31,korean,female,1696,south korea,False,,,,0.130434783,0.206947997,0.13043478260869565,0.20694799658994023
1325,1325,35.0,28.0,"seoul, south korea",korean32,korean,female,1715,south korea,False,,,,0.130434783,0.197324415,0.13043478260869565,0.19732441471571904
1326,1326,30.0,13.0,"seongnam, south korea",korean33,korean,female,1722,south korea,False,,,,0.101449275,0.1685053,0.10144927536231885,0.1685052995890115
1327,1327,20.0,11.0,"seoul, south korea",korean34,korean,female,1814,south korea,False,,,,0.130434783,0.218441504,0.13043478260869565,0.21844150388573824
1328,1328,48.0,12.0,"kwangju, south korea",korean35,korean,male,1815,south korea,False,,,,0.246376812,0.377407187,0.2463768115942029,0.37740718681755014
1329,1329,51.0,12.0,"taegu, south korea",korean36,korean,female,1838,south korea,False,,,,0.101449275,0.154092072,0.10144927536231885,0.15409207161125316
1330,1330,27.0,14.0,"seoul, south korea",korean37,korean,female,1843,south korea,False,,,,0.15942029,0.243856333,0.15942028985507245,0.2438563327032136
1331,1331,25.0,10.0,"inchon, south korea",korean38,korean,male,1848,south korea,False,,,,0.115942029,0.180733163,0.11594202898550725,0.18073316283034957
1332,1332,55.0,14.0,"pusan, south korea",korean39,korean,male,1862,south korea,False,,,,0.246376812,0.378516624,0.2608695652173913,0.38752362948960295
1333,1333,29.0,15.0,"seoul, south korea",korean4,korean,female,241,south korea,False,,,,0.202898551,0.243135011,0.08695652173913043,0.14146658014276448
1334,1334,21.0,17.0,"seoul, south korea",korean40,korean,female,1943,south korea,False,,,,0.086956522,0.139676539,0.08695652173913043,0.13967653854232298
1335,1335,50.0,12.0,"seoul, south korea",korean41,korean,female,1946,south korea,False,,,,0.130434783,0.215350071,0.13043478260869565,0.21535007144315177
1336,1336,26.0,3.0,"bayside, new york, usa",korean42,korean,male,1950,usa,False,,,,0.043478261,0.056133905,0.043478260869565216,0.05613390487854664
1337,1337,20.0,13.0,"taejon, south korea",korean43,korean,male,1952,south korea,False,,,,0.101449275,0.155906895,0.10144927536231885,0.1559068950373298
1338,1338,49.0,14.0,"inchon, south korea",korean44,korean,male,1971,south korea,False,,,,0.246376812,0.363689777,0.2463768115942029,0.363689776733255
1339,1339,28.0,13.0,"inchon, south korea",korean45,korean,male,1982,south korea,False,,,,0.15942029,0.26130874,0.15942028985507245,0.2613087395696092
1340,1340,21.0,21.0,"seoul, south korea",korean46,korean,female,2015,south korea,False,,,,0.173913043,0.258098892,0.17391304347826086,0.2580988917306053
1341,1341,23.0,10.0,"seoul, south korea",korean47,korean,male,2058,south korea,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1342,1342,32.0,27.0,"seoul, south korea",korean48,korean,male,2075,south korea,False,,,,0.202898551,0.335748792,0.21739130434782608,0.3596837944664031
1343,1343,22.0,7.0,"an yang, south korea",korean49,korean,female,2098,south korea,False,,,,0.333333333,0.529198636,0.3333333333333333,0.5291986359761296
1344,1344,50.0,12.0,"seoul, south korea",korean5,korean,female,242,south korea,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1345,1345,57.0,13.0,"taejon, south korea",korean50,korean,female,2133,south korea,False,,,,0.057971014,0.099531117,0.10144927536231885,0.1559068950373298
1346,1346,25.0,16.0,"seoul, south korea",korean51,korean,male,2134,south korea,False,,,,0.072463768,0.125258799,0.07246376811594203,0.12525879917184268
1347,1347,40.0,12.0,"seoul, south korea",korean52,korean,male,2158,south korea,False,,,,0.028985507,0.043265132,0.028985507246376812,0.04326513213981242
1348,1348,21.0,12.0,"sunchun, south korea",korean6,korean,female,243,south korea,False,,,,0.434782609,0.65010352,0.43478260869565216,0.650103519668737
1349,1349,32.0,10.0,"seoul, south korea",korean7,korean,male,244,south korea,False,,,,0.0,0.0,0.0,0.0
1350,1350,39.0,13.0,"seoul, south korea",korean8,korean,female,452,south korea,False,,,,0.826086957,0.95463138,0.17391304347826086,0.3175803402646503
1351,1351,34.0,12.0,"taejon, south korea",korean9,korean,male,474,south korea,False,,,,0.173913043,0.286561265,0.17391304347826086,0.2865612648221344
1352,1352,46.0,5.0,"freetown, sierra leone",krio1,krio,female,245,sierra leone,False,,,,0.231884058,0.331628303,0.2318840579710145,0.33162830349531114
1353,1353,26.0,5.0,"freetown, sierra leone",krio2,krio,male,431,sierra leone,False,,,,0.188405797,0.26130874,0.18840579710144928,0.2613087395696092
1354,1354,21.0,5.0,"freetown, sierra leone",krio3,krio,female,1095,sierra leone,False,,,,0.028985507,0.042650104,0.028985507246376812,0.04265010351966869
1355,1355,48.0,7.0,"freetown, sierra leone",krio4,krio,female,1106,sierra leone,False,,,,0.144927536,0.18681755,0.18840579710144928,0.23304347826086969
1356,1356,36.0,6.0,"freetown, sierra leone",krio5,krio,male,1140,sierra leone,False,,,,0.275362319,0.45103206,0.2753623188405797,0.4510320597277119
1357,1357,26.0,3.0,"freetown, sierra leone",krio6,krio,female,2031,sierra leone,False,,,,0.289855072,0.426617677,0.2753623188405797,0.3911030595813205
1358,1358,52.0,4.0,"margibi, liberia",kru1,kru,female,1760,liberia,False,,,,0.086956522,0.154092072,0.08695652173913043,0.15409207161125316
1359,1359,24.0,15.0,"arbil, iraq",kurdish1,kurdish,male,246,iraq,False,,,,0.217391304,0.336803429,0.7536231884057971,0.5864096253759913
1360,1360,37.0,30.0,"sulaymaniyah, iraq",kurdish10,kurdish,male,1767,iraq,False,,,,0.376811594,0.549091651,0.36231884057971014,0.5296999387630128
1361,1361,50.0,10.0,"hawler, kurdistan, iraq",kurdish2,kurdish,male,669,iraq,False,,,,0.333333333,0.528205128,0.3333333333333333,0.5282051282051282
1362,1362,33.0,12.0,"sulaymaniyah, iraq",kurdish3,kurdish,female,809,iraq,False,,,,0.086956522,0.14146658,0.08695652173913043,0.14146658014276448
1363,1363,30.0,9.0,"kirkuk, iraq",kurdish4,kurdish,male,1098,iraq,False,,,,0.217391304,0.290427155,0.21739130434782608,0.2904271548436307
1364,1364,32.0,11.0,"sulaymaniyah, iraq",kurdish5,kurdish,male,1180,iraq,False,,,,0.115942029,0.218441504,0.11594202898550725,0.21844150388573824
1365,1365,57.0,11.0,"sulaymaniyah, iraq",kurdish6,kurdish,female,1197,iraq,False,,,,0.086956522,0.137579098,0.08695652173913043,0.13757909777505617
1366,1366,29.0,13.0,"sanandaj, iran",kurdish7,kurdish,male,1318,iran,False,,,,0.043478261,0.057130855,0.043478260869565216,0.05713085486242386
1367,1367,55.0,39.0,"sulaymaniyah, iraq",kurdish8,kurdish,female,1731,iraq,False,,,,0.144927536,0.240457236,0.14492753623188406,0.24045723617064707
1368,1368,57.0,40.0,"sulaymaniyah, iraq",kurdish9,kurdish,male,1766,iraq,False,,,,0.362318841,0.536231884,0.36231884057971014,0.5490916513574199
1369,1369,30.0,13.0,"leworook, nusa tenggara, indonesia",lamaholot1,lamaholot,male,247,indonesia,False,,,,1.0,1.0,0.10144927536231885,0.1685052995890115
1370,1370,38.0,14.0,"lamotrek island, federated states of micronesia",lamotrekese1,lamotrekese,male,432,federated states of micronesia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1371,1371,19.0,12.0,"savannakhet, laos",lao1,lao,female,248,laos,False,,,,0.15942029,0.272333982,0.15942028985507245,0.2723339822626001
1372,1372,25.0,21.0,"vientiane, laos, ",lao2,lao,female,249,,False,,,,0.550724638,0.757193867,0.7536231884057971,0.8871915393654524
1373,1373,52.0,20.0,"pakxe, laos",lao3,lao,male,2007,laos,False,,,,0.217391304,0.359683794,0.21739130434782608,0.3498327759197324
1374,1374,24.0,13.0,"riga, latvia",latvian1,latvian,female,250,latvia,False,,,,0.115942029,0.204140787,0.11594202898550725,0.20414078674948244
1375,1375,70.0,11.0,"riga, latvia",latvian2,latvian,female,964,latvia,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1376,1376,19.0,5.0,"riga, latvia",latvian3,latvian,female,1845,latvia,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1377,1377,37.0,30.0,"kinshasa, democratic republic of congo",lingala1,lingala,male,1158,democratic republic of congo,False,,,,0.188405797,0.265156154,0.18840579710144928,0.2894468258828332
1378,1378,27.0,24.0,"klaipeda, lithuania",lithuanian1,lithuanian,female,251,lithuania,False,,,,0.101449275,0.17826087,0.10144927536231885,0.17826086956521747
1379,1379,34.0,32.0,"vilnius, lithuania",lithuanian2,lithuanian,female,459,lithuania,False,,,,0.130434783,0.204140787,0.13043478260869565,0.20414078674948244
1380,1380,22.0,8.0,"kaunas, lithuania",lithuanian3,lithuanian,female,596,lithuania,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1381,1381,23.0,12.0,"klaipeda, lithuania",lithuanian4,lithuanian,female,816,lithuania,False,,,,0.086956522,0.137579098,0.08695652173913043,0.13757909777505617
1382,1382,24.0,9.0,"klaipeda, lithuania",lithuanian5,lithuanian,female,1267,lithuania,False,,,,0.144927536,0.22128488,0.14492753623188406,0.22128487994808566
1383,1383,21.0,10.0,"visaginas, lithuania",lithuanian6,lithuanian,female,1465,lithuania,False,,,,0.086956522,0.128458498,0.08695652173913043,0.12845849802371545
1384,1384,42.0,12.0,"siaya, kenya",luo1,luo,male,252,kenya,False,,,,0.130434783,0.215350071,0.13043478260869565,0.21535007144315177
1385,1385,33.0,5.0,"maseno, kenya",luo2,luo,female,484,kenya,False,,,,0.043478261,0.071611253,0.043478260869565216,0.07161125319693096
1386,1386,54.0,12.0,"luxembourg, luxembourg",luxembourgeois1,luxembourgeois,female,1296,luxembourg,False,,,,0.028985507,0.028775467,0.028985507246376812,0.028775467338794325
1387,1387,19.0,11.0,"ohrid, macedonia",macedonian1,macedonian,male,253,macedonia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1388,1388,20.0,10.0,"skopje, macedonia",macedonian10,macedonian,female,1590,macedonia,False,,,,0.072463768,0.113995241,0.07246376811594203,0.11399524118537752
1389,1389,20.0,8.0,"skopje, macedonia",macedonian11,macedonian,female,1591,macedonia,False,,,,0.188405797,0.311374616,0.18840579710144928,0.31137461572244174
1390,1390,20.0,10.0,"skopje, macedonia",macedonian12,macedonian,female,1592,macedonia,False,,,,0.072463768,0.113995241,0.07246376811594203,0.11399524118537752
1391,1391,20.0,8.0,"skopje, macedonia",macedonian13,macedonian,female,1593,macedonia,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1392,1392,20.0,9.0,"skopje, macedonia",macedonian14,macedonian,female,1594,macedonia,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1393,1393,20.0,10.0,"skopje, macedonia",macedonian15,macedonian,female,1595,macedonia,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1394,1394,20.0,5.0,"skopje, macedonia",macedonian16,macedonian,female,1596,macedonia,False,,,,0.043478261,0.057130855,0.043478260869565216,0.05713085486242386
1395,1395,24.0,6.0,"skopje, macedonia",macedonian17,macedonian,male,1597,macedonia,False,,,,0.014492754,0.014285714,0.014492753623188406,0.014285714285714235
1396,1396,20.0,5.0,"skopje, macedonia",macedonian18,macedonian,female,1601,macedonia,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
1397,1397,22.0,10.0,"skopje, macedonia",macedonian19,macedonian,male,1602,macedonia,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1398,1398,24.0,15.0,"stip, macedonia",macedonian2,macedonian,male,888,macedonia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1399,1399,19.0,10.0,"skopje, macedonia",macedonian20,macedonian,female,1603,macedonia,False,,,,0.086956522,0.154092072,0.08695652173913043,0.15409207161125316
1400,1400,19.0,12.0,"skopje, macedonia",macedonian21,macedonian,female,1604,macedonia,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
1401,1401,21.0,8.0,"skopje, macedonia",macedonian22,macedonian,female,1605,macedonia,False,,,,0.057971014,0.11258139,0.057971014492753624,0.11258139046418825
1402,1402,20.0,11.0,"skopje, macedonia",macedonian23,macedonian,female,1606,macedonia,False,,,,0.043478261,0.070600414,0.043478260869565216,0.0706004140786749
1403,1403,20.0,7.0,"skopje, macedonia",macedonian24,macedonian,female,1607,macedonia,False,,,,0.0,0.0,0.0,0.0
1404,1404,20.0,9.0,"skopje, macedonia",macedonian25,macedonian,female,1608,macedonia,False,,,,0.043478261,0.085066163,0.043478260869565216,0.08506616257088839
1405,1405,29.0,11.0,"ohrid, macedonia",macedonian26,macedonian,male,2014,macedonia,False,,,,0.028985507,0.057130855,0.028985507246376812,0.05713085486242386
1406,1406,24.0,11.0,"stip, macedonia",macedonian3,macedonian,male,948,macedonia,False,,,,0.971014493,0.998766574,0.08695652173913043,0.14146658014276448
1407,1407,21.0,11.0,"stip, macedonia",macedonian4,macedonian,male,949,macedonia,False,,,,0.15942029,0.283034953,0.17391304347826086,0.307544757033248
1408,1408,19.0,11.0,"skopje, macedonia",macedonian5,macedonian,female,1585,macedonia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1409,1409,19.0,9.0,"skopje, macedonia",macedonian6,macedonian,male,1586,macedonia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1410,1410,19.0,10.0,"skopje, macedonia",macedonian7,macedonian,female,1587,macedonia,False,,,,0.15942029,0.223857302,0.15942028985507245,0.22385730211817167
1411,1411,20.0,8.0,"skopje, macedonia",macedonian8,macedonian,male,1588,macedonia,False,,,,0.072463768,0.113995241,0.07246376811594203,0.11399524118537752
1412,1412,19.0,10.0,"skopje, macedonia",macedonian9,macedonian,female,1589,macedonia,False,,,,0.072463768,0.110838947,0.07246376811594203,0.11083894672382122
1413,1413,44.0,20.0,"antananarivo, madagascar",malagasy1,malagasy,male,1354,madagascar,False,,,,0.289855072,0.43458132,0.2898550724637681,0.4345813204508856
1414,1414,28.0,3.0,"kuala lumpur, malaysia",malay1,malay,female,254,malaysia,False,,,,0.014492754,0.028775467,0.028985507246376812,0.05713085486242386
1415,1415,22.0,5.0,"kuching, sarawak, malaysia",malay2,malay,male,1194,malaysia,False,,,,0.072463768,0.127024723,0.07246376811594203,0.12702472293265132
1416,1416,43.0,6.0,"seremban, negeri sembilan, malaysia",malay3,malay,female,1497,malaysia,False,,,,0.971014493,0.997101449,0.057971014492753624,0.09813664596273286
1417,1417,21.0,8.0,"kuala lumpur, malaysia",malay4,malay,female,1503,malaysia,False,,,,0.072463768,0.110838947,0.07246376811594203,0.11083894672382122
1418,1418,19.0,3.0,"kuala lumpur, malaysia",malay5,malay,male,1670,malaysia,False,,,,0.217391304,0.313329251,0.21739130434782608,0.31332925086752395
1419,1419,24.0,5.0,"kerala state, kerala state, india",malayalam1,malayalam,male,255,india,False,,,,0.0,0.0,0.0,0.0
1420,1420,29.0,5.0,"trivandrum, kerala, india",malayalam2,malayalam,female,592,india,False,,,,0.057971014,0.083690549,0.057971014492753624,0.08369054909165141
1421,1421,19.0,3.5,"bangalore, india",malayalam3,malayalam,female,1780,india,False,,,,0.0,0.0,0.0,0.0
1422,1422,18.0,3.0,"dubai, united arab emirates",malayalam4,malayalam,female,1857,united arab emirates,False,,,,0.15942029,0.243856333,0.15942028985507245,0.2438563327032136
1423,1423,30.0,4.0,"mosta, malta",maltese1,maltese,female,409,malta,False,,,,0.014492754,0.028775467,0.014492753623188406,0.028775467338794325
1424,1424,74.0,6.0,"marsa, malta",maltese2,maltese,female,1359,malta,False,,,,0.057971014,0.083690549,0.057971014492753624,0.08369054909165141
1425,1425,26.0,13.0,"shanxi province, shanxi, china",mandarin1,mandarin,female,256,china,False,,,,0.144927536,0.243856333,0.14492753623188406,0.2438563327032136
1426,1426,19.0,3.0,"beijing, china",mandarin10,mandarin,male,491,china,False,,,,0.115942029,0.180733163,0.11594202898550725,0.1926065952530981
1427,1427,53.0,13.0,"kao-hsiung, taiwan",mandarin11,mandarin,female,607,taiwan,False,,,,0.144927536,0.232736573,0.14492753623188406,0.23273657289002558
1428,1428,23.0,1.0,"singapore, singapore",mandarin12,mandarin,male,623,singapore,False,,,,1.0,1.0,0.08695652173913043,0.14146658014276448
1429,1429,29.0,13.0,"nantou, taiwan",mandarin13,mandarin,male,685,taiwan,False,,,,0.188405797,0.31758034,0.18840579710144928,0.3175803402646503
1430,1430,49.0,20.0,"dalian, liaoning, china",mandarin14,mandarin,male,719,china,False,,,,0.15942029,0.194317315,0.043478260869565216,0.08506616257088839
1431,1431,28.0,11.0,"tainan, taiwan",mandarin15,mandarin,female,746,taiwan,False,,,,0.144927536,0.229606625,0.14492753623188406,0.22960662525879916
1432,1432,32.0,10.0,"taipei, taiwan",mandarin16,mandarin,male,750,taiwan,False,,,,0.15942029,0.243856333,0.14492753623188406,0.23273657289002558
1433,1433,26.0,13.0,"wuhan, hubei, china",mandarin17,mandarin,male,796,china,False,,,,0.188405797,0.27124951,0.18840579710144928,0.27124951037994516
